,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
108,1988,1013.8,1014.4,2001.0,175.5,53.0,21.0,17.8,22.2,13.7,34.2,-1.7,70,16,2.6,11.6,北東,23.9,北東,1879.1,13.1,0,0,--,6.5,5,1,28
109,1989,1014.1,1014.7,2151.5,257.5,67.5,17.5,18.4,22.7,14.5,34.5,-1.1,70,19,2.6,22.1,東北東,49.9,北東,1951.5,13.1,0,0,--,6.5,7,3,17
110,1990,1014.8,1015.4,2580.0,132.0,53.5,20.0,18.8,23.1,14.8,36.5,-2.4,71,18,2.6,13.1,北西,26.6,北西,2035.3,13.8,4,4,4,6.2,3,3,22
111,1991,1013.9,1014.5,2162.5,106.5,34.0,13.5,18.4,22.5,14.6,35.1,-2.1,72,16,2.6,19.3,南東,44.5,南,1724.6,13.2,0,0,0,6.8,6,1,30
112,1992,1014.3,1014.9,2321.5,209.0,51.5,15.5,18.1,22.4,14.1,35.7,-0.5,71,15,2.6,19.4,南南東,41.3,南南東,1875.6,13.7,--,--,--,6.6,0,2,20
113,1993,1014.7,1015.3,4022.0,259.5,63.5,18.0,17.7,22.0,13.8,33.1,-0.7,71,14,2.7,24.4,北北東,51.3,北北東,1768.4,13.0,1,1,1,6.8,4,3,31
114,1994,1011.8,1014.9,1616.0,143.0,45.0,15.0,18.7,23.1,14.9,36.4,-1.4,69,16,3.2,16.9,東南東,37.8,東北東,2179.4,14.6,0,0,--,6.1,6,0,14
115,1995,1011.9,1015.6,2758.0,324.0,104.5,29.0,17.8,22.2,14.1,35.4,-1.8,69,19,3.3,27.1 ],南南東,43.3 ],南南東,2060.4,14.2,0,0,--,6.5,5,0,33
116,1996,1011.7,1015.4,2082.5,173.0,51.5,18.0,18.3,22.5,14.6,34.8,-2.4,69,15,3.5,36.6,南南東,58.5,南南東,1997.0,14.2,0,0,1,6.5,9,2,18
117,1997,1011.6,1015.3,1826.0,155.5,55.0,19.5,18.7,22.8,15.0,35.3,-0.3,69,12,3.5,23.7,東南東,41.8,東南東,2052.9,14.5,0,0,--,6.2,0,0,26
